year,IPC2
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,0.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,0.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,0.0
1930,0.0
1931,0.0
1932,0.0
1933,0.0
1934,0.0
1935,0.0
1936,0.0
1937,0.0
1938,0.0
1939,0.0
1940,0.0
1941,6.44e-05
1942,0.000244
1943,0.000519
1944,0.000868
1945,0.00127
1946,0.00171
1947,0.00216
1948,0.00261
1949,0.00302
1950,0.0033900000000000002
1951,0.00373
1952,0.004070000000000001
1953,0.00441
1954,0.00475
1955,0.00509
1956,0.00543
1957,0.00577
1958,0.00611
1959,0.00646
1960,0.0068
1961,0.00711
1962,0.00739
1963,0.0076500000000000005
1964,0.0079
1965,0.00816
1966,0.00845
1967,0.00879
1968,0.009179999999999999
1969,0.00965
1970,0.010199999999999999
1971,0.011300000000000001
1972,0.0132
1973,0.0158
1974,0.0189
1975,0.0225
1976,0.026199999999999998
1977,0.030100000000000002
1978,0.0339
1979,0.0375
1980,0.040799999999999996
1981,0.0442
1982,0.0479
1983,0.0519
1984,0.056
1985,0.0599
1986,0.0636
1987,0.0668
1988,0.0693
1989,0.0709
1990,0.0715
1991,0.0716
1992,0.0716
1993,0.0818
1994,0.0869
1995,0.0945
1996,0.106
1997,0.123
1998,0.149
1999,0.188
2000,0.215
2001,0.176
2002,0.189
2003,0.228
2004,0.306
2005,0.215
2006,0.221
2007,0.253
2008,0.272
2009,0.282
2010,0.332
2011,0.344
2012,0.37
2013,0.383
2014,0.409
2015,0.423
2016,0.439
2017,0.485
2018,0.498
2019,0.523
2020,0.551
2021,0.573
2022,0.598
2023,0.623
